# OrderedDict([('code', u'288246'), ('alder (opsjonalt)', u'21'), (u'kj\xf8nn', 'kvinne'), ('date', u'2018_mar_15_1411'), ('expName', 'StroopMW'), ('frameRate', 59.93808627541258)])
subj,trial,time,color,condition,correct,response,RT
288246,0,1.81279506704,green,incongruent,correct,f,0.865686441412
288246,1,3.83341077343,blue,neutral,correct,j,0.557087859739
288246,2,5.85451032044,green,incongruent,correct,f,0.632218409242
288246,3,7.87536197379,green,congruent,correct,f,0.54730438055
288246,4,9.89520925253,red,congruent,correct,d,0.479346960234
288246,5,11.9164692264,blue,incongruent,correct,j,0.762285775727
288246,6,13.9365204521,yellow,neutral,correct,k,0.502019202584
288246,7,15.9569838383,red,neutral,incorrect,j,0.577563619281
288246,8,17.9776592781,red,neutral,correct,d,0.588915527143
288246,9,19.998946132,green,congruent,correct,f,0.455536369751
288246,10,22.0206677598,red,incongruent,correct,d,1.01018710637
288246,11,24.0426035745,yellow,congruent,correct,k,0.604226906744
288246,12,26.0629837606,blue,neutral,incorrect,f,0.80759527372
288246,13,28.0855830429,red,incongruent,correct,d,0.641219807429
288246,14,30.1063506428,green,neutral,correct,f,0.684361409316
288246,15,32.1272786696,green,incongruent,correct,f,0.77549752597
288246,16,34.1481439763,red,congruent,correct,d,0.818469314308
288246,17,36.1679123216,green,neutral,correct,f,0.814615229374
288246,18,38.188824135,red,incongruent,correct,d,0.537953115247
288246,19,40.2087989873,yellow,neutral,correct,k,0.565735124143
288246,20,42.2306362419,yellow,congruent,correct,k,0.560152183662
288246,21,44.2515565887,blue,incongruent,correct,j,0.987319450436
288246,22,46.2727141624,green,incongruent,correct,f,0.533968470147
288246,23,48.2928187215,blue,neutral,correct,j,0.513726097568
288246,24,50.3129791739,green,neutral,correct,f,0.7817968407
288246,25,52.3346060816,green,incongruent,correct,f,0.487919984535
288246,26,54.3548953876,yellow,neutral,correct,k,0.579650021951
288246,27,56.3755192007,blue,neutral,correct,j,1.26323105694
288246,28,58.3965598676,red,incongruent,correct,d,0.825999990615
288246,29,60.4176666679,yellow,incongruent,correct,k,0.581157010551
288246,30,62.8540341598,yellow,probe,-1,2,-1
288246,31,65.1662483195,blue,incongruent,none,none,-1
288246,32,67.1875795468,green,incongruent,correct,f,0.643054049779
288246,33,69.2089854408,yellow,incongruent,correct,k,0.58964811475
288246,34,71.2302010413,blue,congruent,correct,j,0.792350027543
288246,35,73.251311255,green,incongruent,correct,f,0.611387662579
288246,36,75.2723160819,blue,congruent,correct,j,0.622326983244
288246,37,77.2933755222,red,congruent,incorrect,f,0.505449180306
288246,38,79.3137608283,yellow,neutral,correct,k,0.58079391675
288246,39,81.3358173898,yellow,congruent,correct,k,0.767116928575
288246,40,83.3563900028,blue,neutral,correct,j,1.13031995348
288246,41,85.379177872,blue,incongruent,correct,j,0.531429373565
288246,42,87.4009882466,red,congruent,correct,d,0.557851594051
