# OrderedDict([('code', u'648597'), ('alder (opsjonalt)', u'20'), (u'kj\xf8nn', 'kvinne'), ('date', u'2018_mar_16_1412'), ('expName', 'StroopMW'), ('frameRate', 60.053115711810769)])
subj,trial,time,color,condition,correct,response,RT
648597,0,1.81198872066,yellow,neutral,correct,k,1.1062727173
648597,1,3.83218922813,blue,neutral,correct,j,0.97378691355
648597,2,5.85301906813,blue,neutral,correct,j,0.729103280079
648597,3,7.87556325262,blue,incongruent,correct,j,1.20239547426
648597,4,9.89611149298,yellow,neutral,correct,k,0.878136475985
648597,5,11.9185187176,red,incongruent,none,none,-1
648597,6,13.9542801652,yellow,congruent,correct,k,0.931666434131
648597,7,15.97658755,yellow,incongruent,incorrect,d,0.925656415166
648597,8,17.9968192041,green,neutral,correct,f,1.01749245761
648597,9,20.0168473384,green,incongruent,none,none,-1
648597,10,22.0311875867,red,incongruent,correct,d,1.17474366966
648597,11,24.0515306007,green,incongruent,correct,f,1.15439468238
648597,12,26.0743209715,green,congruent,correct,f,0.987635642494
648597,13,28.0966919296,yellow,incongruent,correct,k,0.725399818155
648597,14,30.1188350479,yellow,congruent,correct,k,0.73504887247
648597,15,32.1393628083,green,neutral,correct,f,0.746569711053
648597,16,34.1617730196,green,incongruent,correct,f,0.628292742455
648597,17,36.1839873912,green,incongruent,correct,f,0.653923429643
648597,18,38.2131897005,blue,congruent,correct,j,1.59438814584
648597,19,40.2515081581,green,congruent,correct,f,1.3064085678
648597,20,42.2738104229,red,congruent,correct,d,0.820260070061
648597,21,44.2941005302,red,neutral,correct,d,0.751799357698
648597,22,46.3142088778,blue,neutral,correct,j,1.01977682802
648597,23,48.3358728501,red,incongruent,none,none,-1
648597,24,50.3511641372,yellow,congruent,correct,k,0.742898675759
648597,25,52.3748854935,yellow,incongruent,incorrect,f,1.03906299
648597,26,54.3998245549,yellow,congruent,none,none,-1
648597,27,56.4196542895,blue,congruent,correct,j,0.930322862514
648597,28,58.442480927,yellow,congruent,correct,k,0.747457603255
648597,29,60.4636461265,blue,neutral,correct,j,0.966362069725
648597,30,62.4868367102,red,incongruent,correct,d,1.00707711095
648597,31,64.5103878267,red,congruent,correct,d,0.695569456337
648597,32,66.5304270544,green,neutral,correct,f,1.3474197153
648597,33,68.5508980682,green,neutral,correct,f,0.638973475448
648597,34,73.5127485703,red,probe,-1,2,-1
648597,35,75.8262188891,yellow,congruent,correct,k,1.28390918326
648597,36,77.8461958235,red,neutral,incorrect,j,1.00775380341
648597,37,79.8687545147,yellow,incongruent,none,none,-1
648597,38,81.8911092594,blue,incongruent,correct,j,0.771093626339
648597,39,83.9118183529,green,neutral,correct,f,0.830047364201
648597,40,85.934636457,blue,incongruent,correct,j,1.39924002231
648597,41,87.9548130712,red,neutral,correct,d,1.07510774386
648597,42,89.9749175788,yellow,neutral,incorrect,j,1.24714507032
648597,43,91.9951206463,green,neutral,correct,f,1.35485863911
648597,44,94.0146734746,green,incongruent,correct,f,0.743171742077
648597,45,96.0365243266,yellow,congruent,correct,k,0.849459819357
648597,46,98.0567585407,green,neutral,correct,f,1.02110162632
648597,47,100.079155952,green,incongruent,correct,f,1.12671087781
648597,48,102.101378857,green,incongruent,correct,f,0.640460406874
648597,49,104.121905764,red,neutral,correct,d,0.988275641677
648597,50,106.144256669,green,congruent,correct,f,1.25385866173
648597,51,108.166051627,red,neutral,correct,d,0.720018278378
648597,52,110.188822798,green,congruent,correct,f,0.793083571523
648597,53,112.209200799,green,neutral,correct,f,0.580704963359
648597,54,114.229310853,green,neutral,correct,f,0.608612767639
648597,55,116.249517334,blue,neutral,correct,j,1.13232281729
648597,56,118.27353949,green,incongruent,incorrect,d,0.932296619991
648597,57,120.295607942,blue,incongruent,correct,j,1.34237694843
648597,58,122.315866049,red,neutral,correct,d,0.889925260897
