# OrderedDict([('code', u'868858'), ('alder (opsjonalt)', u'22'), (u'kj\xf8nn', 'kvinne'), ('date', u'2018_mar_16_1411'), ('expName', 'StroopMW'), ('frameRate', 59.93397348304763)])
subj,trial,time,color,condition,correct,response,RT
868858,0,1.81304986714,green,congruent,correct,f,1.37801888258
868858,1,3.83519004603,blue,incongruent,none,none,-1
868858,2,5.85659849097,yellow,congruent,correct,k,0.51840854904
868858,3,7.87598197418,blue,congruent,correct,j,0.739119990714
868858,4,9.89777441943,green,neutral,correct,f,0.781281093361
868858,5,11.9202008919,yellow,incongruent,correct,k,0.598965417783
868858,6,13.9395775484,red,neutral,correct,d,0.467505892266
868858,7,15.9608746333,red,congruent,correct,d,0.478263021454
868858,8,17.9804723033,blue,congruent,correct,j,0.650743595303
868858,9,20.0017937082,yellow,neutral,correct,k,0.437242399777
868858,10,22.0414895287,yellow,congruent,correct,k,0.621563410401
868858,11,24.0616375993,green,neutral,correct,f,0.55341316558
868858,12,26.0826910572,green,incongruent,correct,f,0.740321058409
868858,13,28.1039313954,yellow,congruent,incorrect,j,0.447263528331
868858,14,30.123779519,yellow,incongruent,incorrect,j,0.779365358394
868858,15,32.1448210302,yellow,congruent,correct,k,0.854549635886
868858,16,34.1658796082,red,congruent,correct,d,1.42525262955
868858,17,36.1865204792,red,incongruent,incorrect,f,0.972655763333
868858,18,38.2134256755,green,incongruent,correct,f,1.59186183839
868858,19,40.2448607956,yellow,incongruent,correct,k,0.706168495934
868858,20,42.2661694005,yellow,congruent,correct,k,0.604855556143
868858,21,44.2871793384,green,congruent,correct,f,1.3199921664
868858,22,46.3066601017,green,incongruent,correct,f,1.02840919758
868858,23,48.3263806518,red,incongruent,correct,d,1.07297712894
868858,24,50.3472216296,yellow,congruent,correct,k,0.523857513697
868858,25,52.3681219141,red,congruent,correct,d,1.07894065403
868858,26,54.3883945714,green,neutral,correct,f,0.786876404803
868858,27,56.408569522,red,neutral,correct,d,1.29449753131
868858,28,58.4297147134,yellow,incongruent,incorrect,f,1.20940647202
868858,29,60.4500552107,yellow,neutral,correct,k,0.741069432384
868858,30,62.4704362414,green,incongruent,correct,f,1.15270797031
868858,31,64.4914888461,red,neutral,correct,d,0.763666571656
868858,32,66.5142118521,yellow,congruent,correct,k,0.948927529753
868858,33,68.5355033903,yellow,congruent,correct,k,0.447739688738
868858,34,70.5566234083,red,incongruent,correct,d,0.842472398908
868858,35,72.5784418803,green,incongruent,correct,f,0.756638938998
868858,36,74.5988532044,blue,neutral,correct,j,1.26450838571
868858,37,76.6190627149,blue,neutral,correct,j,0.460001672538
868858,38,82.2945547047,blue,probe,-1,3,-1
868858,39,84.6129302297,yellow,congruent,correct,k,0.8981592731
868858,40,86.6990926499,blue,incongruent,incorrect,f,1.51599190698
868858,41,88.7201158145,blue,incongruent,none,none,-1
868858,42,90.7403091117,red,neutral,correct,d,0.515057932855
868858,43,92.7607140358,green,neutral,incorrect,j,1.07039494007
868858,44,94.7821634408,yellow,congruent,correct,k,1.09692253604
868858,45,96.8034682056,yellow,congruent,correct,k,0.547691560692
868858,46,98.8240105165,yellow,neutral,correct,k,0.591086157729
868858,47,100.844882641,yellow,neutral,correct,k,0.49025961836
868858,48,102.866002659,red,congruent,correct,d,0.693095418108
868858,49,104.886240756,red,neutral,correct,d,0.544858491616
868858,50,106.906920027,yellow,neutral,correct,k,0.636555209865
868858,51,108.927809645,green,congruent,correct,f,0.83938674294
868858,52,110.948856703,blue,incongruent,incorrect,d,0.930281327172
868858,53,112.982038598,green,incongruent,correct,f,1.59724466965
868858,54,115.018198629,red,congruent,correct,d,1.18091322105
868858,55,117.053987459,green,neutral,correct,f,0.809194077185
868858,56,119.075263638,red,incongruent,correct,d,1.21985981428
868858,57,121.096543656,blue,incongruent,correct,j,0.910695177125
868858,58,123.117124367,red,neutral,correct,d,0.697993555623
868858,59,125.138162038,yellow,congruent,correct,k,0.69321403154
868858,60,127.158819549,blue,neutral,correct,j,0.848502910718
868858,61,129.179191193,green,neutral,correct,f,0.68405306372
868858,62,131.200642731,yellow,incongruent,correct,k,0.886547956514
868858,63,133.221211069,yellow,neutral,correct,k,0.562013919582
868858,64,135.241583139,red,neutral,correct,d,0.813553760898
868858,65,137.263216438,blue,incongruent,correct,j,0.711977994222
868858,66,139.283931549,green,neutral,correct,f,0.691256909871
868858,67,141.304641967,red,neutral,correct,d,0.862514229346
868858,68,143.325748758,blue,incongruent,correct,j,0.857409158321
